         2;        18;         0
         4;       158;         0
         0;        10;         0
         0;         0;         0
         0;         0;         0
         0;         0;        11
         0;         7;         0
         7;         0;         0
       155;         0;         0
        12;         0;         0
         6;         0;         0
         0;         0;         0
